Document_ID,Status,File_Path
26101122,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101122.pdf
26101123,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101123.pdf
26101124,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101124.pdf
26101125,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101125.pdf
26101126,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101126.pdf
26101127,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101127.pdf
26101128,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101128.pdf
26101129,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101129.pdf
26101130,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101130.pdf
26101131,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101131.pdf
26101132,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101132.pdf
26101133,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101133.pdf
26101134,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101134.pdf
26101135,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101135.pdf
26101136,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101136.pdf
26101137,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101137.pdf
26101138,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101138.pdf
26101139,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101139.pdf
26101140,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101140.pdf
26101142,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101142.pdf
26101143,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101143.pdf
26101144,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101144.pdf
26101145,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101145.pdf
26101146,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101146.pdf
26101147,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101147.pdf
26101148,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101148.pdf
26101149,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101149.pdf
26101150,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101150.pdf
26101151,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101151.pdf
26101152,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101152.pdf
26101153,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101153.pdf
26101154,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101154.pdf
26101155,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101155.pdf
26101156,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101156.pdf
26101157,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101157.pdf
26101158,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101158.pdf
26101159,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101159.pdf
26101160,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101160.pdf
26101162,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101162.pdf
26101177,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101177.pdf
26101179,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101179.pdf
26101180,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101180.pdf
26101181,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101181.pdf
26101185,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101185.pdf
26101191,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101191.pdf
26101192,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101192.pdf
26101194,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101194.pdf
26101196,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101196.pdf
26101197,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101197.pdf
26101198,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101198.pdf
26101200,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101200.pdf
26101201,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101201.pdf
26101202,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101202.pdf
26101203,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101203.pdf
26101204,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101204.pdf
26101205,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101205.pdf
26101206,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101206.pdf
26101207,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101207.pdf
26101208,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101208.pdf
26101209,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26101209.pdf
26201758,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26201758.pdf
26201836,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26201836.pdf
26202082,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202082.pdf
26202112,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202112.pdf
26202114,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202114.pdf
26202125,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202125.pdf
26202126,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202126.pdf
26202129,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202129.pdf
26202130,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202130.pdf
26202131,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202131.pdf
26202145,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202145.pdf
26202148,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202148.pdf
26202152,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202152.pdf
26202160,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202160.pdf
26202161,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202161.pdf
26202169,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202169.pdf
26202170,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202170.pdf
26202172,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202172.pdf
26202173,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202173.pdf
26202180,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202180.pdf
26202200,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202200.pdf
26202202,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202202.pdf
26202205,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202205.pdf
26202207,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202207.pdf
26202228,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202228.pdf
26202231,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202231.pdf
26202232,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202232.pdf
26202233,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202233.pdf
26202234,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202234.pdf
26202237,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202237.pdf
26202239,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202239.pdf
26202241,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202241.pdf
26202242,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202242.pdf
26202245,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202245.pdf
26202247,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202247.pdf
26202249,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202249.pdf
26202251,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202251.pdf
26202257,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202257.pdf
26202264,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202264.pdf
26202265,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202265.pdf
26202271,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202271.pdf
26202272,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202272.pdf
26202273,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202273.pdf
26202274,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202274.pdf
26202275,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202275.pdf
26202276,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202276.pdf
26202277,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202277.pdf
26202279,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202279.pdf
26202280,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202280.pdf
26202283,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202283.pdf
26202284,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202284.pdf
26202285,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202285.pdf
26202288,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202288.pdf
26202297,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202297.pdf
26202302,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202302.pdf
26202306,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202306.pdf
26202307,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202307.pdf
26202308,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202308.pdf
26202309,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202309.pdf
26202312,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202312.pdf
26202313,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202313.pdf
26202315,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202315.pdf
26202316,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202316.pdf
26202317,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202317.pdf
26202318,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202318.pdf
26202326,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202326.pdf
26202329,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202329.pdf
26202330,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202330.pdf
26202331,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202331.pdf
26202333,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202333.pdf
26202339,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202339.pdf
26202340,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202340.pdf
26202341,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202341.pdf
26202344,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202344.pdf
26202347,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202347.pdf
26202355,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202355.pdf
26202356,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202356.pdf
26202357,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202357.pdf
26202363,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202363.pdf
26202365,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202365.pdf
26202366,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202366.pdf
26202371,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202371.pdf
26202374,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202374.pdf
26202375,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202375.pdf
26202376,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202376.pdf
26202377,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202377.pdf
26202379,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202379.pdf
26202382,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202382.pdf
26202383,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202383.pdf
26202386,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202386.pdf
26202387,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202387.pdf
26202390,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202390.pdf
26202391,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202391.pdf
26202394,MATCHED_DUPLICATE_PDF,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202394 grn.pdf; \\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202394.pdf
26202395,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202395.pdf
26202396,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202396.pdf
26202397,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202397.pdf
26202398,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202398.pdf
26202399,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202399.pdf
26202400,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202400.pdf
26202401,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202401.pdf
26202403,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202403.pdf
26202404,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202404.pdf
26202406,MATCHED_DUPLICATE_PDF,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202406-grn.pdf; \\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202406.pdf
26202410,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202410.pdf
26202411,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202411.pdf
26202413,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202413.pdf
26202414,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202414.pdf
26202416,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202416.pdf
26202417,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202417.pdf
26202418,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202418.pdf
26202424,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202424.pdf
26202427,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202427.pdf
26202428,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202428.pdf
26202429,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202429.pdf
26202430,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202430.pdf
26202431,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202431.pdf
26202432,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202432.pdf
26202433,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202433.pdf
26202434,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202434.pdf
26202435,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202435.pdf
26202436,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202436.pdf
26202439,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202439.pdf
26202441,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202441.pdf
26202443,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202443.pdf
26202446,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202446.pdf
26202448,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202448.pdf
26202451,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202451.pdf
26202452,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202452.pdf
26202453,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202453.pdf
26202454,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202454.pdf
26202455,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202455.pdf
26202456,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202456.pdf
26202457,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202457.pdf
26202458,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202458.pdf
26202459,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202459.pdf
26202460,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202460.pdf
26202464,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202464.pdf
26202466,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202466.pdf
26202467,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202467.pdf
26202468,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202468.pdf
26202475,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202475.pdf
26202476,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202476.pdf
26202477,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202477.pdf
26202478,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202478.pdf
26202479,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202479.pdf
26202480,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202480.pdf
26202481,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202481.pdf
26202483,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202483.pdf
26202484,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202484.pdf
26202485,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202485.pdf
26202486,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202486.pdf
26202490,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202490.pdf
26202491,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202491.pdf
26202495,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202495.pdf
26202496,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202496.pdf
26202497,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202497.pdf
26202498,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202498.pdf
26202499,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202499.pdf
26202500,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202500.pdf
26202501,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202501.pdf
26202502,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202502.pdf
26202503,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202503.pdf
26202504,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202504.pdf
26202505,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202505.pdf
26202506,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202506.pdf
26202507,MATCHED,\\192.168.1.4\B1_Shr\Attachments\Acknowledged Deliveries\2026\AUGUST\26202507.pdf
